Listing Title,Property Type,Listing Type,City,Zipcode,Bedrooms,Bathrooms,Max Guests,Airbnb Superhost,Host Listing Count,Instantbook Enabled,Pets Allowed,Average Daily Rate (USD),Cleaning Fee (USD),Annual Revenue LTM (USD),Extra People Fee (USD),Count Available Days LTM,Count Reservation Days LTM,Occupancy Rate LTM,Number of Bookings LTM,Overall Rating,Airbnb Communication Rating,Airbnb Accuracy Rating,Airbnb Cleanliness Rating,Airbnb Checkin Rating,Airbnb Location Rating,Airbnb Value Rating,Latitude,Longitude
Homz DXB- Near ADCB Metro,Shared room in bed and breakfast,shared_room,Dubai,25314,1,2,16,f,,False,False,13,0.0,390,0.0,30,30,100,1,,,,,,,,25.249,55.297
Homz DXB Near ADCB metro,Shared room in bed and breakfast,shared_room,Dubai,25314,1,2,16,f,,False,False,14,0.0,171,0.0,61,10,20,3,4.0,8.0,8.0,8.0,8.0,8.0,8.0,25.249,55.297
Executive Two Bedroom Apartment,Room in serviced apartment,hotel_room,Dubai,25314,2,0,4,f,3.0,True,False,126,0.0,151,0.0,2,1,60,3,3.4,8.0,8.0,7.0,8.0,8.0,7.0,25.24951,55.29754
"Massive 3 Bedroom Apartment, Near BurJuman",Entire serviced apartment,entire_home,Dubai,25314,3,3,7,f,721.0,False,False,418,27.0,17873,9.07778,147,36,29,2,4.3,10.0,9.0,9.0,10.0,10.0,10.0,25.24952,55.29778
Two Bedroom Apartment Near By Burjuman Mall,Room in aparthotel,entire_home,Dubai,25314,2,3,4,f,,False,False,189,0.0,1331,0.0,44,6,16,0,,,,,,,,25.24988,55.29752
Executive ladies accommodation close to metro,Shared room in rental unit,shared_room,Dubai,25314,1,1,3,f,3.0,False,False,23,0.0,55,21.7833,6,2,40,2,1.0,2.0,2.0,2.0,2.0,4.0,2.0,25.24989,55.29853
Executive room for ladies... Close to metro,Shared room in rental unit,shared_room,Dubai,25314,1,1,2,f,3.0,True,False,35,0.0,250,35.4,13,6,55,3,3.2,9.0,8.0,5.0,9.0,9.0,7.0,25.24845,55.29971
2 BHK C.A/C Flat in Karama for a Bachelor to share,Entire rental unit,entire_home,Dubai,25314,1,1,1,f,1.0,True,False,626,0.0,1502,0.0,6,2,40,3,,,,,,,,25.24899,55.30248
Quaint Bedroom in Karama,Private room in rental unit,private_room,Dubai,25314,1,1,2,f,,False,False,49,0.0,57,0.0,58,1,2,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.244,55.305
Warm and cosy place to stay.,Private room in rental unit,private_room,Dubai,25314,1,2,4,f,1.0,True,False,408,0.0,490,0.0,5,1,24,1,,,,,,,,25.24852,55.30531
"Pool, Gym, Parking & Wi-Fi - Burj Khalifa View",Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,True,88,0.0,4670,0.0,61,44,87,2,,10.0,10.0,4.0,10.0,10.0,8.0,25.20809,55.31427
Luxury 1BR APT with Creek View !,Entire rental unit,entire_home,Dubai,25314,1,2,2,t,,False,False,104,0.0,2740,0.0,31,22,85,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.2077,55.31615
"Burj Khalifa View - Pool, Gym, Parking and Wi-Fi",Entire serviced apartment,entire_home,Dubai,25314,1,1,3,f,,False,True,86,0.0,19130,0.0,268,186,83,22,4.8,9.0,10.0,10.0,10.0,10.0,9.0,25.20782,55.31603
High-End apartment in Dubai,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,128,0.0,896,0.0,7,7,100,2,,,,,,,,25.20799,55.31636
GuestReady - Luxury escape with breathtaking views,Entire rental unit,entire_home,Dubai,25314,Studio,2,2,f,,False,False,99,0.0,7930,0.0,90,67,89,3,,,,,,,,25.20823,55.31484
Amazing Studio in Dubai,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,60,0.0,1953,0.0,35,27,93,4,4.8,10.0,9.0,10.0,10.0,8.0,10.0,25.20844,55.31448
Modern style with Creek View,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,83,0.0,202,0.0,9,2,27,1,,,,,,,,25.20823,55.31588
1017 Studio Apartment near Dubai Mall & airport,Entire serviced apartment,entire_home,Dubai,25314,1,1,4,f,,False,True,48,0.0,1670,0.0,60,29,58,0,3.4,7.0,7.0,8.0,8.0,8.0,7.0,25.2082,55.31631
Cozy & Convenient 1br Haven in Al Jaddaf,Entire rental unit,entire_home,Dubai,25314,1,1,4,t,,False,False,98,0.0,4364,0.0,61,37,73,2,,,,,,,,25.20836048935087,55.31639507150528
Downtown Dubai 7 minutes away from Burj Khalifa,Entire rental unit,entire_home,Dubai,25314,1,1,3,t,,False,False,82,0.0,14826,0.0,226,151,80,23,5.0,10.0,10.0,9.0,10.0,10.0,10.0,25.209,55.314
Modern Studio minutes from Downtown,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,True,49,0.0,3131,0.0,90,53,71,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.20969,55.31437
O Ten - Chic Two Bedroom,Entire rental unit,entire_home,Dubai,25314,2,3,4,t,,False,False,84,0.0,6357,0.0,86,63,88,3,,,,,,,,25.21074,55.31339
Studio with Balcony | Azizi Creek Views,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,84,0.0,2419,0.0,48,24,60,3,,,,,,,,25.21002,55.31431
Bright 1BDR | Huge Terrace Overlooking Downtown,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,93,0.0,8361,0.0,145,75,62,8,4.5,10.0,10.0,10.0,10.0,8.0,9.0,25.20915,55.31459
Scenic & Bright 1BR w/ Spectacular Jaddaf Views,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,79,0.0,8856,0.0,118,93,95,11,5.0,10.0,10.0,9.0,9.0,10.0,9.0,25.20931,55.31473
"Pool, Gym, Parking and Wi-fi - Studio Al Jaddaf",Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,True,54,0.0,3159,0.0,90,49,65,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.20994557643934,55.31612155902628
O Ten - Vibrant One Bedroom,Entire rental unit,entire_home,Dubai,25314,1,2,2,t,,False,False,62,0.0,5518,0.0,89,79,100,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.21118,55.31369
Serviced 1 bedroom in Al Jaddaf,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,124,0.0,3292,0.0,45,22,59,2,,,,,,,,25.21202,55.31359
Newly 1 bedroom with beautiful view,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,159,0.0,6678,0.0,42,39,100,4,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.21245,55.31475
GuestReady - Corner Unit with Burj Khalifa View,Entire rental unit,entire_home,Dubai,25314,2,2,5,f,,False,False,164,0.0,30553,0.0,270,155,69,20,4.7,9.0,10.0,10.0,9.0,10.0,10.0,25.21285,55.31506
Peaceful 1BR at Binghatti Avenue Al Jaddaf,Entire rental unit,entire_home,دبي,25314,1,1,3,f,,False,False,121,0.0,4945,0.0,61,34,67,2,4.0,9.0,9.0,9.0,9.0,7.0,8.0,25.212,55.316
Bright Spacious HOME in Dubai city,Entire rental unit,entire_home,Dubai,25314,1,2,4,f,,False,False,74,0.0,3552,0.0,48,41,100,3,,,,,,,,25.212,55.316
Primestay - Binghatti Avenue in Al Jaddaf,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,119,0.0,2849,0.0,57,20,42,3,,,,,,,,25.21264,55.31588
1BR + Sofa Bed l Huge Balcony l 8min to Dubai Mall,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,True,90,0.0,2709,0.0,35,25,86,2,5.0,10.0,10.0,10.0,9.0,9.0,10.0,25.213,55.31538
1505 Amazing Apartment with Burj Khalifa View,Entire serviced apartment,entire_home,Dubai,25314,1,1,4,f,,False,True,83,0.0,100,0.0,8,1,15,1,,,,,,,,25.21341,55.31504
Lovely & Cozy 1BR Apartment near to Dubai Creek!,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,81,0.0,9747,0.0,191,100,63,10,4.0,10.0,8.0,9.0,8.0,9.0,8.0,25.213,55.316
Timeless 1BR at Binghatti Avenue Al Jaddaf,Entire rental unit,entire_home,دبي,25314,1,2,2,f,,False,False,99,0.0,8108,0.0,90,68,91,1,,,,,,,,25.213,55.316
Soothing 1BR at Binghatti Avenue Al Jaddaf,Entire rental unit,entire_home,دبي,25314,1,1,3,f,,False,False,98,0.0,7850,0.0,90,67,89,0,4.0,10.0,10.0,10.0,8.0,6.0,10.0,25.213,55.316
Spectacular 1BR at Binghatti Avenue Al Jaddaf,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,114,0.0,10987,0.0,122,80,79,5,5.0,8.0,10.0,10.0,10.0,8.0,10.0,25.213,55.316
New Bright Luxury 1Bedroom Home,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,88,0.0,7286,0.0,90,69,92,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.213,55.316
Bright 1 BDR-10 min from DXB Airport,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,86,0.0,2666,0.0,31,27,100,0,,,,,,,,25.213,55.316
2 bedroom apartment in Al Jaddaf,Entire condo,entire_home,Dubai,25314,2,2,4,f,,False,False,112,0.0,2569,0.0,31,19,74,1,,,,,,,,25.21143,55.31665
2706 Amazing apartment near Dubai Mall & Airport,Entire serviced apartment,entire_home,Dubai,25314,3,2,7,f,,False,True,71,0.0,5095,0.0,156,60,46,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.21147,55.31686
Polished 1BR at Binghatti Creek Al Jadaf,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,108,0.0,3096,0.0,61,24,47,0,,,,,,,,25.21176054711656,55.31887752235932
Expansive 2BR at Azizi Aliyah Healthcare City,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,556.0,True,False,214,60.0,29629,0.0,237,112,57,12,3.8,10.0,10.0,7.0,9.0,9.0,7.0,25.213,55.319
Delightful 1BR at Binghatti Gateway Al Jadaf,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,152,0.0,5618,0.0,84,31,44,2,,,,,,,,25.21291,55.31978
Few Mins From Downtown - 2 Bedroom Apt in Jaddaf,Entire rental unit,entire_home,Dubai,25314,2,2,4,t,10.0,True,True,133,19.0,30231,0.0,247,185,90,35,4.8,10.0,10.0,10.0,10.0,10.0,10.0,25.21302,55.32004
Stylish Studio | Near to City Center | Al Jaddaf,Entire rental unit,entire_home,دبي,25314,Studio,1,2,t,,False,True,78,0.0,9481,0.0,221,101,55,10,4.7,10.0,10.0,10.0,10.0,9.0,9.0,25.21428,55.32022
Marbella Luxury fflr,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,95,0.0,1235,0.0,52,11,25,5,4.7,10.0,7.0,10.0,8.0,4.0,9.0,25.21152,55.32356
Marbella Holiday Homes  2BHK EB1,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,126,0.0,4120,0.0,109,27,30,11,4.8,10.0,10.0,10.0,10.0,8.0,10.0,25.212,55.323
Standard SBA2bhk,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,25.0,False,False,111,0.0,2768,0.0,86,21,29,7,3.6,8.0,8.0,9.0,9.0,6.0,8.0,25.212,55.323
Marbella Holiday Homes LB,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,142,0.0,4047,0.0,114,24,25,6,4.0,10.0,10.0,10.0,10.0,6.0,8.0,25.21433,55.32478
Marbella Holiday Homes 2BHK LWB,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,96,0.0,1035,0.0,77,9,14,8,3.8,8.0,8.0,10.0,8.0,6.0,8.0,25.21427,55.32516
Standard 2BHK Marbella,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,25.0,False,False,108,0.0,380,0.0,32,3,11,6,5.0,10.0,8.0,10.0,10.0,6.0,10.0,25.21453,55.32448
Marbella standard 2BHKSWB,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,25.0,False,False,111,0.0,2057,0.0,109,15,17,9,,,,,,,,25.21443,55.32482
Marbella Luxury Balcony Apartment,Entire rental unit,entire_home,Dubai,25314,2,3,6,f,25.0,False,False,124,0.0,2827,0.0,114,19,20,11,4.3,10.0,8.0,10.0,8.0,8.0,8.0,25.21426,55.32579
Marbella Luxury Balcony,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,25.0,False,False,175,0.0,2320,0.0,34,11,39,3,3.0,10.0,8.0,10.0,8.0,6.0,6.0,25.21449,55.32596
Nice Modern private room with private bathroom,Private room in condo,private_room,Dubai,25314,1,2,2,f,1.0,True,False,57,41.0,68,49.0,2,1,60,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.21846,55.32399
Standard 2 Bedrooms without balcony @ Marbella,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,25.0,False,False,107,0.0,1029,0.0,37,8,26,15,4.1,10.0,9.0,9.0,8.0,7.0,9.0,25.215,55.325
Executive 2 Bedrooms with Balcony Marbella  Homes,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,123,0.0,1451,0.0,59,10,20,7,4.5,9.0,10.0,9.0,9.0,7.0,10.0,25.215,55.325
Luxury 2 bedrooms with Balcony  @Marbella Homes,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,104,0.0,2704,0.0,100,22,26,8,5.0,10.0,10.0,10.0,10.0,4.0,10.0,25.215,55.325
luxury 2 bedroom without balcony @Marbella,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,122,0.0,3339,0.0,119,23,23,10,4.0,9.0,8.0,9.0,8.0,5.0,7.0,25.215,55.325
Marbella Holiday Homes EWB,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,100,0.0,1064,0.0,76,9,14,6,4.0,10.0,10.0,10.0,8.0,3.0,9.0,25.215,55.325
Executive 2 bedrooms without Balcony @Marbella,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,25.0,False,False,139,0.0,3346,0.0,83,20,29,8,5.0,10.0,10.0,10.0,6.0,10.0,10.0,25.215,55.326
Marbella 2BHKLB,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,121,0.0,4000,0.0,114,28,29,7,3.0,10.0,10.0,10.0,10.0,6.0,6.0,25.21553,55.32616
Marbella spacious EB,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,106,0.0,1866,0.0,88,15,20,6,5.0,10.0,10.0,8.0,10.0,8.0,10.0,25.21628,55.32444
Marbella Holiday Homes EB2BHK,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,103,0.0,3234,0.0,157,26,20,14,4.2,9.0,9.0,9.0,8.0,6.0,8.0,25.21644,55.32493
Marbella 2 BHK EB,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,146,0.0,2813,0.0,41,16,47,6,4.0,9.0,5.0,9.0,6.0,3.0,7.0,25.21599,55.32579
"Gym, Pool, Parking, Wi-fi with Burj Khalifa View",Entire serviced apartment,entire_home,Dubai,25314,1,1,3,f,,False,True,95,0.0,16053,0.0,238,140,71,21,4.9,10.0,10.0,10.0,9.0,9.0,10.0,25.21605,55.32598
MARBELLA STANDARD SWB,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,25.0,False,False,111,0.0,1371,0.0,95,10,13,6,5.0,10.0,10.0,10.0,10.0,4.0,10.0,25.2162,55.32604
Marbella LB2BHK,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,131,0.0,2672,0.0,102,17,20,7,,,,,,,,25.21627,55.32608
Marbella 2 BHK EB,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,25.0,False,False,105,0.0,3255,0.0,100,26,31,8,,,,,,,,25.21571,55.32632
Serene 2BR Apartment with Creek Harbour Views!,Entire rental unit,entire_home,دبي,25314,2,2,4,f,148.0,False,False,146,54.0,38136,0.0,318,210,79,27,4.3,9.0,9.0,8.0,9.0,10.0,8.0,25.2033,55.3436
Primestay - Creekside 18 Dubai Creek Harbour,Entire rental unit,entire_home,دبي,25314,1,1,2,f,270.0,False,False,75,0.0,1989,0.0,52,22,51,5,4.7,9.0,10.0,10.0,9.0,10.0,9.0,25.20479,55.34362
Luxurious 2BR - Stunning Views Dubai Creek Harbour,Entire condo,entire_home,دبي,25314,2,2,4,t,2.0,False,False,207,55.0,63137,20.4222,322,246,92,33,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.20486,55.34352
Chic One Bedroom Apartment in Dubai Creek Harbour,Entire rental unit,entire_home,Dubai,25314,1,1,4,f,,False,False,111,0.0,2522,0.0,32,19,71,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.20703,55.34201
Cosmos Living - Dubai Creek Harbour,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,True,144,0.0,10886,0.0,90,63,84,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.207,55.343
2bdr Emaar The Grand - Sea View,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,False,132,0.0,10336,0.0,90,65,87,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.207,55.343
GuestReady - Luxury Apartment at Dubai Creek,Entire rental unit,entire_home,دبي,25314,1,2,2,t,,False,False,170,0.0,10173,0.0,68,50,88,7,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.20734,55.3421
50% DISCOUNT GIVEN. A perfect 3 bedroom apartment!,Entire condo,entire_home,Dubai,25314,3,3,6,t,,False,False,133,0.0,27707,0.0,224,174,93,29,4.8,9.0,10.0,10.0,9.0,9.0,9.0,25.208,55.342
Deluxe 3BR w/ Harbour Views & Private Rooftop!,Entire rental unit,entire_home,Dubai,25314,3,5,7,f,,False,False,298,0.0,11720,0.0,69,33,57,3,,,,,,,,25.207892746996563,55.34241110806451
Luxurious Retreat With Creek Views And Balcony,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,142,0.0,12763,0.0,107,75,84,8,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.208,55.343
Stylish Apartment Facing Creek Harbour,Entire rental unit,entire_home,دبي,25314,1,1,3,f,,False,False,98,0.0,6256,0.0,76,53,84,0,4.7,9.0,10.0,10.0,7.0,10.0,10.0,25.208,55.343
Charming Apartment With Jaw-Dropping Creek Views,Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,80,0.0,3864,0.0,69,40,70,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.208,55.343
Harmonious 1BR at The Grand Dubai Creek Harbor,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,236,0.0,35353,0.0,214,125,70,11,5.0,10.0,10.0,10.0,10.0,9.0,10.0,25.208,55.343
Luxury 1 Bedroom | Sea View & Infinity Pool,Entire rental unit,entire_home,دبي,25314,1,1,3,f,,False,False,108,0.0,9623,0.0,90,74,99,1,,,,,,,,25.208,55.343
Elegant 1 BR with Creek Views,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,107,0.0,4220,0.0,136,33,29,4,4.2,10.0,10.0,8.0,10.0,10.0,9.0,25.208,55.343
Luxurious | Spacious | Bright | Brand new,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,106,0.0,6466,0.0,61,58,100,0,,,,,,,,25.208,55.343
Fully Furnished 3 BR Hotel Apt,Entire rental unit,entire_home,Dubai,25314,3,3,6,f,,False,False,259,0.0,8102,0.0,46,26,68,1,,,,,,,,25.208,55.343
Waterfront living - Dubai Creek Harbour Island,Entire rental unit,entire_home,Dubai,25314,2,3,6,t,,False,False,136,0.0,10159,0.0,83,62,90,7,,,,,,,,25.20815,55.34256
Brand new Address Creak harbour,Room in hotel,private_room,Dubai,25314,2,2,4,t,,False,False,218,0.0,3379,0.0,31,13,50,0,,,,,,,,25.20825506957192,55.34276525383756
Beautiful views of the marina at Dubai Harbour,Entire rental unit,entire_home,Dubai,25314,2,2,4,t,,False,False,115,0.0,9890,0.0,86,77,100,8,4.5,9.0,9.0,9.0,9.0,9.0,8.0,25.20827,55.34329
Penthouse | Burj Khalifa View | Top Floor,Entire condo,entire_home,Dubai,25314,4,6,9,f,,False,False,498,0.0,38485,0.0,168,64,46,3,4.8,10.0,10.0,10.0,10.0,10.0,10.0,25.20844,55.34347
sweet blue 14,Entire rental unit,entire_home,Dubai,25314,1,1,4,f,,False,True,109,0.0,7822,0.0,156,60,46,15,4.7,10.0,10.0,9.0,9.0,10.0,9.0,25.20949,55.34334
OFFER! 50% OFF GIVEN! Perfect space for 9 people!,Entire rental unit,entire_home,Dubai,25314,4,4,9,t,,False,False,120,0.0,6222,0.0,61,43,85,4,,,,,,,,25.201,55.347
Primestay - Creekside 18 in Dubai Creek Harbour,Entire rental unit,entire_home,دبي,25314,2,2,4,f,270.0,False,False,128,68.0,13609,0.0,190,86,54,7,4.4,8.0,7.0,9.0,9.0,9.0,8.0,25.20231,55.34517
2 Bed Apartment |Breeze Tower 3 |Dubai Creek Beach,Entire rental unit,entire_home,Dubai,25314,2,3,6,f,,False,False,179,0.0,6836,0.0,67,32,57,3,,,,,,,,25.20129422289176,55.34864498953039
Alluring 2BR at Creek Horizon Tower 2 Creek Harbor,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,556.0,True,False,249,60.0,36322,0.0,190,118,75,14,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.198,55.355
GuestReady - Chic Green at Harbour Gate,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,126,0.0,8124,0.0,104,54,62,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.19403,55.36314
Spacious 2BR Apartment in Creek Harbour!,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,162.0,True,False,126,54.0,33578,0.0,294,212,87,25,4.3,8.0,8.0,9.0,8.0,9.0,8.0,25.19426,55.36408
Luxury 2BR Creek Harbour Top Floor w/ Skyline View,Entire rental unit,entire_home,دبي,25314,2,2,4,f,,False,False,145,0.0,8178,0.0,94,47,60,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.19386,55.36457
Exquisite Downtown Skyline Facing Apartment,Entire rental unit,entire_home,Dubai,25314,1,1,4,f,,False,False,123,0.0,2517,0.0,31,17,66,0,,,,,,,,25.19428354105203,55.36457616123713
50%DISCOUNT GIVEN. A perfect 1 bedroom apartment!!,Entire condo,entire_home,Dubai,25314,1,1,4,t,,False,False,70,0.0,13568,0.0,213,162,91,16,4.9,10.0,10.0,10.0,10.0,10.0,9.0,25.195,55.364
Neat one bedroom with sea and burj khalifa view,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,True,123,0.0,148,0.0,2,1,60,0,,,,,,,,25.195,55.364
Nice 1BDR in Creek Harbour,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,True,163,0.0,378,0.0,29,2,8,3,,,,,,,,25.195,55.364
Lux BnB 2DB Creek Rise Harbor Views,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,False,147,0.0,13058,0.0,189,74,47,10,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.195,55.364
Furnished 1 Bed in Creek harbour,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,126,0.0,1814,0.0,32,12,45,2,,,,,,,,25.195,55.364
Tranquil 1 BR in Creek Harbour!,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,72,0.0,3378,0.0,69,39,68,3,,,,,,,,25.195,55.364
Flat in Creek Beach (Summer 2),Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,97,0.0,5804,0.0,88,50,68,4,,,,,,,,25.194967761826216,55.36427242049442
GuestReady - Sweet Escape,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,128,0.0,8294,0.0,90,54,72,5,5.0,9.0,9.0,10.0,10.0,9.0,10.0,25.19497,55.36461
Alluring 1 BR in Creek Harbour w/ City views!,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,72,0.0,3118,0.0,61,36,71,1,,,,,,,,25.195,55.365
GuestReady - Prodigious Apt in Dubai Creek,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,169,0.0,12416,0.0,93,61,79,10,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.19416,55.36526
Stunning 2BR Burj Khalifa views & Downtown Skyline,Entire rental unit,entire_home,دبي,25314,2,2,4,t,2.0,True,False,240,44.0,53180,0.0,295,179,73,34,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.204,55.344
Burj Khalifa Skyline & Harbour View | Upgraded,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,False,198,0.0,3043,0.0,53,13,29,2,5.0,10.0,10.0,10.0,8.0,8.0,10.0,25.2035,55.34513
Primestay - Creekside 18 Dubai Creek Harbour,Entire rental unit,entire_home,دبي,25314,1,1,2,f,270.0,False,False,75,0.0,3698,0.0,85,41,58,5,2.0,2.0,4.0,6.0,4.0,6.0,4.0,25.20391,55.34476
Superb 2BR APT 17 Icon Bay Dubai,Entire rental unit,entire_home,Dubai,25314,2,2,6,f,,False,False,147,0.0,3190,0.0,31,18,70,2,,,,,,,,25.204379940265337,55.3449064386353
Primestay - Creekside 18 in Creek Harbour,Entire rental unit,entire_home,دبي,25314,2,2,4,f,270.0,False,False,105,0.0,6273,0.0,103,50,58,7,3.0,5.0,5.0,7.0,7.0,5.0,3.0,25.20446,55.34525
Radiant 3 BR + Assistant’s Room at Harbour Views,Entire rental unit,entire_home,دبي,25314,3,4,6,f,556.0,True,False,492,75.0,28806,0.0,91,48,63,8,4.7,9.0,10.0,10.0,10.0,10.0,9.0,25.20486,55.3449
Polished 3BR + Asst. Room at Harbour Views Tower 1,Entire rental unit,entire_home,Dubai,25314,4,4,7,f,,False,False,230,0.0,5506,0.0,57,20,42,2,3.0,6.0,6.0,6.0,5.0,8.0,6.0,25.205,55.345
Burj Khalifa View 2BDR - Creek Harbour,Entire rental unit,entire_home,Dubai,25314,2,2,5,f,,False,False,179,0.0,14435,0.0,126,67,64,1,4.0,6.0,8.0,8.0,10.0,6.0,6.0,25.205,55.345
Luxurious 4BR with Serene Lake & Burj Khalifa View,Entire vacation home,entire_home,Dubai,25314,4,6,9,f,,False,False,408,0.0,8323,0.0,68,17,30,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.20465,55.34564
"Creek Harbour:Premium, ModernStyle apartment",Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,109,0.0,8434,0.0,146,64,53,9,4.8,10.0,10.0,10.0,9.0,9.0,9.0,25.20395,55.34626
Supreme Luxury 2BR Apartment,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,True,112,0.0,8568,0.0,90,64,85,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.204356228261343,55.34695995370307
2 Bedroom Apartment| Dubai Creek Residence,Entire vacation home,entire_home,Dubai,25314,2,2,4,f,,False,False,246,0.0,295,0.0,3,1,40,3,4.0,8.0,10.0,8.0,8.0,8.0,8.0,25.20518,55.34436
Luxurious Waterfront Apartment in Dubai Creek,Entire rental unit,entire_home,Dubai,25314,2,2,5,f,,False,False,130,0.0,21169,0.0,236,136,69,19,4.5,9.0,9.0,9.0,8.0,10.0,9.0,25.20511,55.34447
Fully Equipped | Skyline and Sea View | Vast,Entire rental unit,entire_home,دبي,25314,1,2,2,f,,False,False,150,0.0,8100,0.0,90,45,60,4,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.206,55.344
